customer_id,first_name,last_name,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus,column_with_outliers
7553,Samantha,Blair,Greenland,33.0,Male,53518.0,46.0,6.0,351.0,22.0,79484.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,79484.0
9981,Mariah,Choi,Indonesia,33.0,Female,124982.0,74.0,4.0,133.0,20.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
5324,Megan,Mccarthy,Ukraine,72.0,Male,148025.0,35.0,29.0,155.0,40.0,97397.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97397.0
1882,Brandy,Koch,Kuwait,52.0,Female,41651.0,18.0,33.0,242.0,44.0,91950.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,91950.0
7584,Jonathan,Mullins,Nauru,51.0,Male,142921.0,78.0,16.0,264.0,47.0,89041.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89041.0
4168,Jon,Harper,Angola,63.0,Male,50702.0,14.0,28.0,206.0,47.0,89414.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89414.0
4337,Jeremiah,Frazier,Algeria,57.0,Female,53577.0,60.0,20.0,293.0,47.0,91055.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,91055.0
1829,Randy,Hall,Yemen,55.0,Male,91839.0,75.0,35.0,177.0,37.0,95533.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95533.0
5490,Jonathan,Meyer,Burundi,80.0,Male,97381.0,38.0,37.0,220.0,38.0,93802.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93802.0
8505,Cynthia,Bright,France,52.0,Male,87994.0,25.0,37.0,119.0,23.0,82145.0,978.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,82145.0
6943,Ronald,Flynn,Sao Tome and Principe,78.0,Male,116141.0,5.0,39.0,235.0,35.0,92392.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,92392.0
9360,Crystal,Whitaker,Costa Rica,40.0,Female,47063.0,29.0,25.0,191.0,47.0,90028.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90028.0
6798,Margaret,Grant,Antarctica (the territory South of 60 deg S),62.0,Female,130298.0,69.0,14.0,155.0,39.0,97545.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97545.0
5671,Carol,Kelly,Cocos (Keeling) Islands,57.0,Female,67431.0,35.0,23.0,228.0,50.0,85307.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85307.0
4264,Kathy,Diaz,Romania,66.0,Female,104408.0,18.0,34.0,343.0,31.0,94796.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94796.0
6695,William,Allen,Comoros,25.0,Male,100015.0,39.0,11.0,199.0,41.0,94236.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94236.0
5483,Debbie,Carson,Myanmar,60.0,Female,116718.0,72.0,2.0,170.0,22.0,75493.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75493.0
7830,Rebecca,Pope,Turks and Caicos Islands,67.0,Female,117629.0,7.0,15.0,199.0,46.0,91563.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,91563.0
5953,Kayla,Kim,Jamaica,80.0,Female,24683.0,70.0,7.0,358.0,22.0,80295.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,80295.0
5802,Stephanie,Henson,Saudi Arabia,44.0,Male,85247.0,75.0,3.0,133.0,18.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
9038,Richard,Moore,Czech Republic,55.0,Male,106420.0,65.0,17.0,300.0,45.0,93485.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93485.0
3528,David,Williams,Norfolk Island,39.0,Female,106376.0,49.0,28.0,133.0,36.0,99193.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,99056.0
8273,Michelle,Rivera,Macao,30.0,Female,73841.0,66.0,27.0,155.0,41.0,97099.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97099.0
2018,Cynthia,Rodriguez,Christmas Island,54.0,Female,51283.0,57.0,13.0,213.0,45.0,91745.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,91745.0
1198,Melissa,Braun,Paraguay,59.0,Female,144664.0,6.0,6.0,119.0,20.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
2456,Angela,Anderson,Saint Martin,62.0,Male,32434.0,71.0,9.0,235.0,41.0,93661.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93661.0
1108,Elizabeth,Brown,Costa Rica,77.0,Male,37791.0,69.0,31.0,177.0,42.0,95173.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95173.0
9239,David,Wallace,Seychelles,61.0,Male,86677.0,13.0,38.0,322.0,29.0,90367.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,90367.0
7438,Jennifer,Fischer,Guam,31.0,Male,47203.0,64.0,12.0,206.0,43.0,93092.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93092.0
5438,Krystal,Martin,Czech Republic,32.0,Female,68162.0,61.0,5.0,184.0,30.0,89988.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,89988.0
5345,Donna,Hill,Palestinian Territory,46.0,Female,50705.0,67.0,33.0,162.0,38.0,96715.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,96715.0
4019,Darlene,Rodriguez,China,66.0,Male,104111.0,27.0,33.0,126.0,30.0,94889.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94889.0
4605,Allison,Dunn,Martinique,43.0,Male,124369.0,63.0,7.0,242.0,37.0,93595.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93595.0
8591,Kyle,York,Sierra Leone,52.0,Male,144557.0,60.0,10.0,329.0,33.0,95635.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95635.0
9151,Angela,Jones,Togo,78.0,Female,67773.0,50.0,34.0,155.0,35.0,96375.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,96375.0
7859,Dennis,Freeman,Lithuania,52.0,Male,22975.0,74.0,37.0,322.0,31.0,92589.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,92589.0
9360,Crystal,Whitaker,Costa Rica,40.0,Female,47063.0,65.0,36.0,104.0,20.0,78025.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,78025.0
3450,Brooke,Wright,Norfolk Island,62.0,Female,22489.0,63.0,27.0,314.0,43.0,95750.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95750.0
7043,Matthew,Mills,Slovenia,51.0,Male,34227.0,7.0,28.0,358.0,33.0,98786.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98786.0
8825,Amanda,Williams,Iceland,72.0,Male,88887.0,20.0,2.0,170.0,22.0,75493.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75493.0
5378,Charles,Hernandez,Saint Martin,37.0,Male,117495.0,31.0,38.0,126.0,23.0,81522.0,977.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,81522.0
2992,Charles,Stephenson,Angola,70.0,Female,56332.0,14.0,39.0,242.0,35.0,92393.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,92393.0
9632,Wanda,Kim,Canada,23.0,Female,108182.0,34.0,20.0,228.0,50.0,85606.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85606.0
6497,Christopher,Olsen,Paraguay,51.0,Female,114452.0,78.0,39.0,90.0,11.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
4203,Kimberly,King,Japan,67.0,Male,46241.0,26.0,10.0,104.0,22.0,83282.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,83282.0
4044,Katelyn,Sanders,Tuvalu,27.0,Female,79179.0,24.0,5.0,148.0,25.0,83260.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,83260.0
4659,Anthony,Johnson,Equatorial Guinea,71.0,Female,102965.0,57.0,2.0,293.0,24.0,79262.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,79262.0
6032,Dale,Simmons,Togo,23.0,Female,104128.0,42.0,27.0,170.0,44.0,94673.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94673.0
1215,Jacob,Rogers,Dominican Republic,69.0,Female,58614.0,77.0,37.0,293.0,35.0,94182.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94182.0
4762,Tammie,Brewer,Bangladesh,72.0,Male,103933.0,31.0,8.0,148.0,30.0,92303.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,92303.0
4337,Jeremiah,Frazier,Algeria,57.0,Female,53577.0,36.0,13.0,242.0,46.0,90757.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90757.0
8064,Connor,Harris,Philippines,31.0,Male,29217.0,11.0,13.0,271.0,44.0,92248.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,92248.0
4290,James,Collier,Liechtenstein,63.0,Male,108716.0,78.0,7.0,141.0,27.0,88195.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,88195.0
9893,Laura,Roman,Martinique,67.0,Female,26808.0,37.0,8.0,213.0,38.0,94119.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94119.0
8490,April,Martin,Luxembourg,25.0,Female,126272.0,34.0,7.0,184.0,34.0,93613.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93613.0
5838,Michelle,Robles,Belgium,22.0,Male,148634.0,28.0,18.0,329.0,40.0,97968.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97968.0
6253,Susan,Delgado,Mayotte,32.0,Male,73104.0,49.0,28.0,97.0,27.0,93459.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93459.0
8833,Colin,Fields,Thailand,61.0,Male,137820.0,55.0,14.0,300.0,42.0,94933.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94933.0
7423,Jonathan,Rodriguez,Myanmar,26.0,Female,26379.0,76.0,30.0,170.0,42.0,95743.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95743.0
8064,Connor,Harris,Philippines,31.0,Male,29217.0,25.0,22.0,278.0,48.0,88352.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,88352.0
4377,Pamela,Perkins,Western Sahara,76.0,Male,79995.0,53.0,10.0,264.0,41.0,93770.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93770.0
8104,Paul,Wright,Zimbabwe,69.0,Female,143538.0,34.0,39.0,235.0,35.0,92392.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,92392.0
1415,Beth,Singh,Sri Lanka,79.0,Female,28552.0,51.0,40.0,314.0,27.0,85701.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85701.0
3164,James,Beasley,Venezuela,52.0,Female,75189.0,8.0,20.0,141.0,39.0,98928.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,98928.0
6337,Alexander,Hill,Palestinian Territory,66.0,Male,137278.0,41.0,3.0,314.0,23.0,78985.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,78985.0
5642,Neil,Larson,Marshall Islands,59.0,Male,38231.0,67.0,26.0,329.0,41.0,97887.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97887.0
2153,Maria,Kent,Angola,43.0,Male,101087.0,9.0,39.0,148.0,26.0,85483.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85483.0
7681,Brandon,Welch,Pitcairn Islands,77.0,Female,41032.0,66.0,37.0,314.0,32.0,93324.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93324.0
6253,Susan,Delgado,Mayotte,32.0,Male,73104.0,63.0,33.0,220.0,44.0,92383.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,92383.0
7875,Jacqueline,Watkins,Uzbekistan,75.0,Male,26049.0,35.0,9.0,191.0,38.0,94947.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94947.0
2428,Melissa,Morris,Sierra Leone,55.0,Female,22288.0,17.0,27.0,235.0,49.0,86582.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,86582.0
6039,David,Wise,Niue,55.0,Female,117210.0,27.0,27.0,343.0,37.0,99333.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,99056.0
9629,Daniel,Cordova,Qatar,72.0,Male,113309.0,16.0,39.0,97.0,13.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
5437,Jesus,Wood,Guyana,27.0,Male,148410.0,56.0,3.0,322.0,22.0,76661.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,76661.0
1419,Brian,Sanders,Bosnia and Herzegovina,43.0,Female,51580.0,45.0,36.0,256.0,40.0,93848.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93848.0
1056,Richard,Cook,Benin,18.0,Female,96297.0,35.0,38.0,213.0,36.0,93343.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93343.0
5098,Sean,Mcdaniel,Antigua and Barbuda,72.0,Female,61387.0,46.0,40.0,307.0,28.0,87068.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,87068.0
1435,Christopher,Weber,Tonga,61.0,Male,102802.0,42.0,10.0,278.0,40.0,94518.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94518.0
1435,Christopher,Weber,Tonga,61.0,Male,102802.0,67.0,39.0,177.0,31.0,90635.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90635.0
9553,Tracy,Williams,Peru,48.0,Female,31686.0,41.0,27.0,228.0,49.0,86817.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,86817.0
5322,Jacob,Smith,Western Sahara,48.0,Female,58400.0,11.0,29.0,177.0,44.0,94274.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94274.0
1015,Michelle,Robertson,Latvia,42.0,Female,80843.0,19.0,31.0,220.0,46.0,90645.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90645.0
2530,Jacob,Cline,Peru,67.0,Male,33004.0,38.0,18.0,141.0,39.0,98936.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98936.0
3826,Tyrone,Friedman,Fiji,73.0,Female,127759.0,70.0,4.0,90.0,8.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
1627,Gabriela,Johnson,Turks and Caicos Islands,61.0,Female,77288.0,44.0,6.0,242.0,36.0,92920.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,92920.0
4180,Tammy,Browning,Romania,74.0,Female,109081.0,22.0,22.0,170.0,45.0,93944.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93944.0
4392,Nicholas,Cruz,Jersey,74.0,Female,121799.0,22.0,16.0,213.0,47.0,89142.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89142.0
5701,Tracy,Navarro,Philippines,41.0,Male,39011.0,9.0,4.0,293.0,29.0,87309.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,87309.0
2153,Maria,Kent,Angola,43.0,Male,101087.0,55.0,36.0,322.0,33.0,94280.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94280.0
1345,Brian,Jackson,Comoros,43.0,Female,124803.0,52.0,15.0,184.0,44.0,93553.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93553.0
3346,Courtney,Morgan,Bangladesh,49.0,Male,29630.0,22.0,12.0,177.0,40.0,95747.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,95747.0
8046,Sean,Newton,Greenland,68.0,Female,39940.0,72.0,3.0,285.0,27.0,84749.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,84749.0
7534,Rachel,Harris,Congo,47.0,Male,137757.0,73.0,10.0,249.0,42.0,93297.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93297.0
1622,Phillip,Henson,Madagascar,19.0,Male,49789.0,21.0,10.0,177.0,38.0,95745.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,95745.0
2379,Amanda,Nelson,Fiji,71.0,Male,52131.0,8.0,37.0,285.0,36.0,94186.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94186.0
7601,Kenneth,Simmons,French Polynesia,18.0,Male,69793.0,66.0,39.0,199.0,33.0,91959.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,91959.0
3972,Brandon,Smith,Eritrea,69.0,Female,28145.0,43.0,7.0,148.0,28.0,89927.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,89927.0
2077,Luis,Travis,American Samoa,73.0,Male,75758.0,56.0,3.0,242.0,30.0,87221.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,87221.0
5172,Joseph,Wilson,Senegal,19.0,Male,141457.0,61.0,38.0,242.0,37.0,93277.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93277.0
5899,William,Thomas,French Southern Territories,43.0,Female,94126.0,79.0,2.0,314.0,21.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
8833,Colin,Fields,Thailand,61.0,Male,137820.0,48.0,5.0,148.0,25.0,83260.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,83260.0
5122,Brandy,Benton,North Macedonia,24.0,Female,92817.0,30.0,11.0,104.0,24.0,86330.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,86330.0
6504,Kelli,King,Benin,55.0,Male,74615.0,58.0,32.0,220.0,45.0,91549.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,91549.0
5540,Adam,Fletcher,Aruba,19.0,Female,99487.0,20.0,8.0,184.0,36.0,94612.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94612.0
8383,Sarah,Jones,Cameroon,70.0,Male,67415.0,13.0,37.0,97.0,17.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
6516,Pam,Miller,Saint Helena,29.0,Male,124786.0,58.0,27.0,112.0,32.0,98252.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98252.0
1187,Krystal,Silva,Martinique,79.0,Male,135322.0,60.0,6.0,314.0,29.0,90066.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90066.0
1910,Kim,Jones,Malta,63.0,Female,145011.0,69.0,38.0,155.0,29.0,90184.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90184.0
1161,Rodney,Richards,Ecuador,51.0,Male,83771.0,24.0,10.0,104.0,22.0,83282.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,83282.0
2401,Mary,Johnson,Taiwan,28.0,Female,33243.0,43.0,33.0,228.0,44.0,92107.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,92107.0
9981,Mariah,Choi,Indonesia,33.0,Female,124982.0,18.0,3.0,307.0,25.0,80903.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,80903.0
8104,Paul,Wright,Zimbabwe,69.0,Female,143538.0,47.0,32.0,293.0,42.0,94639.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94639.0
3418,Aaron,Lee,Gabon,41.0,Female,35213.0,12.0,31.0,228.0,46.0,90296.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90296.0
6675,Erin,Smith,Brunei Darussalam,64.0,Male,108296.0,53.0,31.0,170.0,41.0,96041.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,96041.0
5383,Steven,Oliver,United States Virgin Islands,18.0,Female,131886.0,7.0,29.0,285.0,45.0,91910.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,91910.0
5551,Dawn,Welch,Guernsey,46.0,Male,54085.0,77.0,20.0,336.0,40.0,98801.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98801.0
5260,Crystal,Wilson,New Caledonia,55.0,Female,26903.0,45.0,5.0,235.0,34.0,91694.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,91694.0
5673,Jennifer,Martinez,Netherlands,30.0,Male,42929.0,45.0,8.0,90.0,15.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
6274,Michelle,Rogers,Cuba,27.0,Male,116502.0,58.0,18.0,112.0,32.0,98477.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98477.0
8303,Ashley,Mcgee,Denmark,45.0,Male,119298.0,40.0,30.0,293.0,44.0,93572.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93572.0
8524,Kerry,Williams,Saint Lucia,80.0,Female,104418.0,56.0,38.0,343.0,25.0,84867.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,84867.0
5054,Alicia,Navarro,Iran,54.0,Male,131137.0,48.0,31.0,351.0,33.0,97414.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97414.0
9981,Mariah,Choi,Indonesia,33.0,Female,124982.0,49.0,15.0,126.0,34.0,98416.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,98416.0
7488,Nancy,Kelly,Guadeloupe,74.0,Female,78471.0,51.0,28.0,256.0,48.0,87920.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,87920.0
5260,Crystal,Wilson,New Caledonia,55.0,Female,26903.0,51.0,8.0,104.0,19.0,75456.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75456.0
5345,Donna,Hill,Palestinian Territory,46.0,Female,50705.0,75.0,8.0,322.0,32.0,93406.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93406.0
6667,Eric,Cannon,Gambia,34.0,Female,74284.0,30.0,31.0,307.0,41.0,95916.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95916.0
1676,Kelli,Morris,Moldova,64.0,Female,41715.0,73.0,10.0,119.0,26.0,89815.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89815.0
5963,Randy,Hester,Panama,47.0,Male,27329.0,44.0,7.0,141.0,27.0,88195.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,88195.0
2333,Tyler,Terry,Yemen,22.0,Male,138077.0,36.0,25.0,365.0,33.0,99174.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,99056.0
7577,Brandy,Burton,Monaco,38.0,Male,93114.0,30.0,20.0,271.0,49.0,87519.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,87519.0
3973,Charles,Gonzales,Reunion,77.0,Female,108530.0,17.0,10.0,278.0,40.0,94518.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94518.0
4985,Ruth,Kemp,Ukraine,64.0,Male,117273.0,71.0,13.0,148.0,37.0,97777.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97777.0
9239,David,Wallace,Seychelles,61.0,Male,86677.0,23.0,27.0,170.0,44.0,94673.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94673.0
4510,Louis,Reeves,Germany,41.0,Female,94347.0,54.0,11.0,285.0,41.0,94704.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94704.0
3149,Clifford,Johnson,Fiji,18.0,Female,142917.0,60.0,37.0,249.0,38.0,93709.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93709.0
8591,Kyle,York,Sierra Leone,52.0,Male,144557.0,16.0,39.0,126.0,21.0,77005.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,77005.0
4269,Christopher,James,Iraq,64.0,Female,110706.0,79.0,23.0,242.0,50.0,85036.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85036.0
1095,Jason,Johnson,Brazil,29.0,Male,147173.0,76.0,36.0,235.0,40.0,93660.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93660.0
3198,Christian,Garcia,Slovenia,39.0,Female,127327.0,71.0,18.0,264.0,49.0,87591.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,87591.0
7373,Ronald,Cain,Micronesia,54.0,Female,108086.0,56.0,5.0,256.0,33.0,91595.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,91595.0
6122,John,Morgan,Syrian Arab Republic,21.0,Female,145890.0,28.0,23.0,235.0,50.0,85054.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85054.0
3678,Kevin,Wilson,Dominica,58.0,Male,21215.0,55.0,11.0,271.0,42.0,93652.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93652.0
7095,Sharon,Daniels,Qatar,76.0,Male,45090.0,53.0,29.0,90.0,24.0,88696.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,88696.0
9798,Travis,Mack,Senegal,36.0,Male,99174.0,20.0,23.0,112.0,33.0,99310.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,99056.0
6548,Robert,Wagner,Wallis and Futuna,52.0,Female,43777.0,18.0,10.0,220.0,42.0,93526.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93526.0
6548,Robert,Wagner,Wallis and Futuna,52.0,Female,43777.0,54.0,24.0,177.0,46.0,92536.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,92536.0
8490,Andrea,Taylor,Nauru,23.0,Female,76485.0,29.0,12.0,90.0,20.0,80511.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,80511.0
4452,Regina,Taylor,Paraguay,19.0,Female,55819.0,14.0,32.0,235.0,45.0,91067.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,91067.0
7738,Bruce,Cisneros,Guatemala,79.0,Male,98183.0,28.0,12.0,271.0,43.0,93008.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93008.0
7180,Donna,Williams,Norfolk Island,25.0,Female,100468.0,54.0,29.0,112.0,30.0,96816.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,96816.0
5976,Karen,Peterson,Burundi,40.0,Male,125200.0,10.0,18.0,314.0,43.0,95679.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95679.0
8173,Samantha,Blackburn,Russian Federation,65.0,Female,22502.0,47.0,2.0,177.0,23.0,77444.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,77444.0
7830,Rebecca,Pope,Turks and Caicos Islands,67.0,Female,117629.0,29.0,5.0,249.0,34.0,91665.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,91665.0
9843,Joshua,Lee,Saint Martin,80.0,Male,47643.0,22.0,30.0,351.0,34.0,98192.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98192.0
5098,Sean,Mcdaniel,Antigua and Barbuda,72.0,Female,61387.0,27.0,30.0,133.0,35.0,98485.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,98485.0
3226,Ruben,Mitchell,Armenia,32.0,Male,114612.0,41.0,14.0,242.0,46.0,89782.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89782.0
